x,y,layer1,layer2,voltage1,voltage2,current
82.9164,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0142974,0.0142945,0.021489
82.9164,1728.11,TOPLAYER,INTERNALPLANE1,0.014312,0.0143107,0.00996438
82.9164,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0143107,0.0142932,0.00996438
82.9164,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142932,0.0142919,0.00996438
82.9164,1964.33,TOPLAYER,INTERNALPLANE1,0.0143014,0.0143008,0.00445154
82.9164,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0143008,0.014293,0.00445154
82.9164,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.014293,0.0142924,0.00445154
82.9164,2200.55,TOPLAYER,INTERNALPLANE1,0.0142991,0.0142989,0.00159628
82.9164,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142989,0.0142961,0.00159628
82.9164,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0142961,0.0142959,0.00159628
82.9164,2436.77,TOPLAYER,INTERNALPLANE1,0.0143019,0.0143018,0.000742729
82.9164,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143018,0.0143005,0.000742729
82.9164,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0143005,0.0143004,0.000742729
82.9164,2672.99,TOPLAYER,INTERNALPLANE1,0.0143064,0.0143063,0.000390213
82.9164,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143063,0.0143056,0.000390213
82.9164,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143056,0.0143056,0.000390213
82.9164,2909.21,TOPLAYER,INTERNALPLANE1,0.014311,0.0143109,0.000190619
82.9164,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143109,0.0143106,0.000190619
82.9164,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143106,0.0143106,0.000190619
82.9164,3145.43,TOPLAYER,INTERNALPLANE1,0.0143151,0.014315,0.000110808
82.9164,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.014315,0.0143149,0.000110808
82.9164,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143149,0.0143148,0.000110808
82.9164,3381.65,TOPLAYER,INTERNALPLANE1,0.0143183,0.0143183,6.4115e-05
82.9164,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143183,0.0143181,6.4115e-05
82.9164,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143181,0.0143181,6.4115e-05
82.9164,3617.87,TOPLAYER,INTERNALPLANE1,0.0143204,0.0143204,4.58026e-05
82.9164,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143204,0.0143203,4.58026e-05
82.9164,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143203,0.0143203,4.58026e-05
146.744,2237.11,TOPLAYER,INTERNALPLANE1,0.0142989,0.0142987,0.00235627
146.744,2237.11,INTERNALPLANE1,INTERNALPLANE2,0.0142987,0.0142967,0.00235627
146.744,2237.11,INTERNALPLANE2,BOTTOMLAYER,0.0142967,0.0142966,0.00235627
146.744,2807.98,TOPLAYER,INTERNALPLANE1,0.0143087,0.0143087,0.000482006
146.744,2807.98,INTERNALPLANE1,INTERNALPLANE2,0.0143087,0.0143083,0.000482006
146.744,2807.98,INTERNALPLANE2,BOTTOMLAYER,0.0143083,0.0143082,0.000482006
319.137,547.006,TOPLAYER,INTERNALPLANE1,0.0142603,0.0142567,0.0259709
319.137,547.006,INTERNALPLANE1,INTERNALPLANE2,0.0142567,0.0142112,0.0259709
319.137,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0142112,0.0142077,0.0259709
319.137,783.226,TOPLAYER,INTERNALPLANE1,0.0143528,0.0143451,0.056953
319.137,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0143451,0.0142451,0.056953
319.137,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0142451,0.0142375,0.056953
319.137,1255.67,TOPLAYER,INTERNALPLANE1,0.0143909,0.0143837,0.0536124
319.137,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0143837,0.0142896,0.0536124
319.137,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0142896,0.0142824,0.0536124
319.137,1491.89,TOPLAYER,INTERNALPLANE1,0.0143274,0.0143244,0.0221709
319.137,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0143244,0.0142855,0.0221709
319.137,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0142855,0.0142825,0.0221709
319.137,1728.11,TOPLAYER,INTERNALPLANE1,0.0143046,0.0143032,0.0101162
319.137,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0143032,0.0142855,0.0101162
319.137,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142855,0.0142841,0.0101162
319.137,1964.33,TOPLAYER,INTERNALPLANE1,0.0142971,0.0142965,0.00458994
319.137,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0142965,0.0142884,0.00458994
319.137,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142884,0.0142878,0.00458994
319.137,2200.55,TOPLAYER,INTERNALPLANE1,0.0142967,0.0142965,0.00165062
319.137,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142965,0.0142936,0.00165062
319.137,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0142936,0.0142933,0.00165062
319.137,2436.77,TOPLAYER,INTERNALPLANE1,0.0143014,0.0143012,0.000993264
319.137,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143012,0.0142995,0.000993264
319.137,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0142995,0.0142994,0.000993264
319.137,2672.99,TOPLAYER,INTERNALPLANE1,0.0143066,0.0143066,0.000563449
319.137,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143066,0.0143056,0.000563449
319.137,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143056,0.0143055,0.000563449
319.137,2909.21,TOPLAYER,INTERNALPLANE1,0.0143116,0.0143116,0.000273756
319.137,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143116,0.0143111,0.000273756
319.137,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143111,0.014311,0.000273756
319.137,3145.43,TOPLAYER,INTERNALPLANE1,0.0143159,0.0143158,0.000131859
319.137,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143158,0.0143156,0.000131859
319.137,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143156,0.0143156,0.000131859
319.137,3381.65,TOPLAYER,INTERNALPLANE1,0.0143192,0.0143192,7.24404e-05
319.137,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143192,0.0143191,7.24404e-05
319.137,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143191,0.0143191,7.24404e-05
319.137,3617.87,TOPLAYER,INTERNALPLANE1,0.0143214,0.0143214,5.14106e-05
319.137,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143214,0.0143213,5.14106e-05
319.137,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143213,0.0143213,5.14106e-05
379.669,2238.84,TOPLAYER,INTERNALPLANE1,0.0142963,0.0142961,0.00190778
379.669,2238.84,INTERNALPLANE1,INTERNALPLANE2,0.0142961,0.014294,0.00190778
379.669,2238.84,INTERNALPLANE2,BOTTOMLAYER,0.014294,0.0142939,0.00190778
379.669,2809.7,TOPLAYER,INTERNALPLANE1,0.0143095,0.0143094,0.000762538
379.669,2809.7,INTERNALPLANE1,INTERNALPLANE2,0.0143094,0.0143086,0.000762538
379.669,2809.7,INTERNALPLANE2,BOTTOMLAYER,0.0143086,0.0143085,0.000762538
525.829,743.856,TOPLAYER,INTERNALPLANE1,3.23035,3.23048,-1
525.829,743.856,INTERNALPLANE1,INTERNALPLANE2,3.23048,3.23224,-1
525.829,743.856,INTERNALPLANE2,BOTTOMLAYER,3.23224,3.23237,-1
555.357,310.785,TOPLAYER,INTERNALPLANE1,0.0142248,0.014223,0.0136956
555.357,310.785,INTERNALPLANE1,INTERNALPLANE2,0.014223,0.014199,0.0136956
555.357,310.785,INTERNALPLANE2,BOTTOMLAYER,0.014199,0.0141971,0.0136956
555.357,547.006,TOPLAYER,INTERNALPLANE1,0.0141655,0.0141627,0.0207834
555.357,547.006,INTERNALPLANE1,INTERNALPLANE2,0.0141627,0.0141262,0.0207834
555.357,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0141262,0.0141234,0.0207834
555.357,1019.45,TOPLAYER,INTERNALPLANE1,0.0143362,0.0143286,0.0559929
555.357,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0143286,0.0142304,0.0559929
555.357,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0142304,0.0142228,0.0559929
555.357,1255.67,TOPLAYER,INTERNALPLANE1,0.0143142,0.0143096,0.0343017
555.357,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0143096,0.0142494,0.0343017
555.357,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0142494,0.0142448,0.0343017
555.357,1491.89,TOPLAYER,INTERNALPLANE1,0.0142967,0.0142942,0.0188656
555.357,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0142942,0.0142611,0.0188656
555.357,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0142611,0.0142585,0.0188656
555.357,1728.11,TOPLAYER,INTERNALPLANE1,0.0142884,0.0142872,0.00946347
555.357,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142872,0.0142705,0.00946347
555.357,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142705,0.0142693,0.00946347
555.357,1964.33,TOPLAYER,INTERNALPLANE1,0.0142885,0.0142879,0.00457573
555.357,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0142879,0.0142799,0.00457573
555.357,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142799,0.0142793,0.00457573
555.357,2200.55,TOPLAYER,INTERNALPLANE1,0.0142928,0.0142925,0.00197381
555.357,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142925,0.014289,0.00197381
555.357,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.014289,0.0142888,0.00197381
555.357,2436.77,TOPLAYER,INTERNALPLANE1,0.0142991,0.014299,0.000776243
555.357,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.014299,0.0142977,0.000776243
555.357,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0142977,0.0142975,0.000776243
555.357,2672.99,TOPLAYER,INTERNALPLANE1,0.0143066,0.0143065,0.000528327
555.357,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143065,0.0143056,0.000528327
555.357,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143056,0.0143055,0.000528327
555.357,2909.21,TOPLAYER,INTERNALPLANE1,0.0143128,0.0143127,0.000300854
555.357,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143127,0.0143122,0.000300854
555.357,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143122,0.0143121,0.000300854
555.357,3145.43,TOPLAYER,INTERNALPLANE1,0.0143177,0.0143177,0.000146067
555.357,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143177,0.0143174,0.000146067
555.357,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143174,0.0143174,0.000146067
555.357,3381.65,TOPLAYER,INTERNALPLANE1,0.0143214,0.0143214,8.01349e-05
555.357,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143214,0.0143212,8.01349e-05
555.357,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143212,0.0143212,8.01349e-05
791.578,547.006,TOPLAYER,INTERNALPLANE1,0.0139945,0.013991,0.025404
791.578,547.006,INTERNALPLANE1,INTERNALPLANE2,0.013991,0.0139465,0.025404
791.578,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0139465,0.013943,0.025404
791.578,783.226,TOPLAYER,INTERNALPLANE1,0.0140225,0.0140281,-0.0414456
791.578,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0140281,0.0141008,-0.0414456
791.578,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0141008,0.0141064,-0.0414456
791.578,1019.45,TOPLAYER,INTERNALPLANE1,0.014214,0.0142103,0.0277647
791.578,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0142103,0.0141615,0.0277647
791.578,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0141615,0.0141578,0.0277647
791.578,1255.67,TOPLAYER,INTERNALPLANE1,0.0142544,0.0142506,0.027977
791.578,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0142506,0.0142015,0.027977
791.578,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0142015,0.0141977,0.027977
791.578,1491.89,TOPLAYER,INTERNALPLANE1,0.0142613,0.014259,0.0167846
791.578,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.014259,0.0142296,0.0167846
791.578,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0142296,0.0142273,0.0167846
791.578,1728.11,TOPLAYER,INTERNALPLANE1,0.0142688,0.0142676,0.00912429
791.578,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142676,0.0142516,0.00912429
791.578,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142516,0.0142503,0.00912429
791.578,1964.33,TOPLAYER,INTERNALPLANE1,0.0142783,0.0142777,0.00467754
791.578,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0142777,0.0142695,0.00467754
791.578,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142695,0.0142688,0.00467754
791.578,2200.55,TOPLAYER,INTERNALPLANE1,0.0142885,0.0142882,0.00227822
791.578,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142882,0.0142842,0.00227822
791.578,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0142842,0.0142839,0.00227822
791.578,2436.77,TOPLAYER,INTERNALPLANE1,0.0142985,0.0142984,0.0010806
791.578,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0142984,0.0142965,0.0010806
791.578,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0142965,0.0142963,0.0010806
791.578,2672.99,TOPLAYER,INTERNALPLANE1,0.0143075,0.0143075,0.000547497
791.578,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143075,0.0143065,0.000547497
791.578,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143065,0.0143064,0.000547497
791.578,2909.21,TOPLAYER,INTERNALPLANE1,0.014315,0.014315,0.000290136
791.578,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.014315,0.0143145,0.000290136
791.578,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143145,0.0143144,0.000290136
791.578,3145.43,TOPLAYER,INTERNALPLANE1,0.0143208,0.0143208,0.000151139
791.578,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143208,0.0143205,0.000151139
791.578,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143205,0.0143205,0.000151139
791.578,3381.65,TOPLAYER,INTERNALPLANE1,0.0143249,0.0143249,8.39247e-05
791.578,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143249,0.0143248,8.39247e-05
791.578,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143248,0.0143248,8.39247e-05
791.578,3617.87,TOPLAYER,INTERNALPLANE1,0.0143275,0.0143275,5.86181e-05
791.578,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143275,0.0143274,5.86181e-05
791.578,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143274,0.0143274,5.86181e-05
1027.8,547.006,TOPLAYER,INTERNALPLANE1,0.0138344,0.013829,0.0398299
1027.8,547.006,INTERNALPLANE1,INTERNALPLANE2,0.013829,0.0137591,0.0398299
1027.8,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0137591,0.0137537,0.0398299
1027.8,783.226,TOPLAYER,INTERNALPLANE1,0.0138849,0.0138931,-0.0608592
1027.8,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0138931,0.0139999,-0.0608592
1027.8,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0139999,0.0140081,-0.0608592
1027.8,1019.45,TOPLAYER,INTERNALPLANE1,0.0141071,0.0141051,0.0150069
1027.8,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0141051,0.0140788,0.0150069
1027.8,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0140788,0.0140768,0.0150069
1027.8,1255.67,TOPLAYER,INTERNALPLANE1,0.0142153,0.0142106,0.0346729
1027.8,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0142106,0.0141498,0.0346729
1027.8,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0141498,0.0141451,0.0346729
1027.8,1491.89,TOPLAYER,INTERNALPLANE1,0.0142324,0.0142299,0.0190031
1027.8,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0142299,0.0141965,0.0190031
1027.8,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0141965,0.014194,0.0190031
1027.8,1728.11,TOPLAYER,INTERNALPLANE1,0.0142515,0.0142502,0.00999596
1027.8,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142502,0.0142326,0.00999596
1027.8,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142326,0.0142313,0.00999596
1027.8,1964.33,TOPLAYER,INTERNALPLANE1,0.0142697,0.014269,0.00509547
1027.8,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.014269,0.0142601,0.00509547
1027.8,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142601,0.0142594,0.00509547
1027.8,2200.55,TOPLAYER,INTERNALPLANE1,0.0142858,0.0142854,0.00253608
1027.8,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142854,0.014281,0.00253608
1027.8,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.014281,0.0142806,0.00253608
1027.8,2436.77,TOPLAYER,INTERNALPLANE1,0.0142994,0.0142992,0.00124499
1027.8,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0142992,0.014297,0.00124499
1027.8,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.014297,0.0142968,0.00124499
1027.8,2672.99,TOPLAYER,INTERNALPLANE1,0.0143104,0.0143103,0.000615566
1027.8,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143103,0.0143093,0.000615566
1027.8,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143093,0.0143092,0.000615566
1027.8,2909.21,TOPLAYER,INTERNALPLANE1,0.0143191,0.0143191,0.000310432
1027.8,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143191,0.0143185,0.000310432
1027.8,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143185,0.0143185,0.000310432
1027.8,3145.43,TOPLAYER,INTERNALPLANE1,0.0143256,0.0143255,0.000160057
1027.8,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143255,0.0143253,0.000160057
1027.8,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143253,0.0143252,0.000160057
1027.8,3381.65,TOPLAYER,INTERNALPLANE1,0.0143301,0.0143301,8.83169e-05
1027.8,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143301,0.0143299,8.83169e-05
1027.8,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143299,0.0143299,8.83169e-05
1027.8,3617.87,TOPLAYER,INTERNALPLANE1,0.0143328,0.0143328,6.02134e-05
1027.8,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143328,0.0143327,6.02134e-05
1027.8,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143327,0.0143327,6.02134e-05
1264.02,547.006,TOPLAYER,INTERNALPLANE1,0.0136835,0.0136735,0.0738777
1264.02,547.006,INTERNALPLANE1,INTERNALPLANE2,0.0136735,0.0135439,0.0738777
1264.02,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0135439,0.0135339,0.0738777
1264.02,783.226,TOPLAYER,INTERNALPLANE1,0.0137248,0.0137351,-0.0760654
1264.02,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0137351,0.0138686,-0.0760654
1264.02,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0138686,0.0138788,-0.0760654
1264.02,1019.45,TOPLAYER,INTERNALPLANE1,0.0140072,0.0140052,0.0148453
1264.02,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0140052,0.0139792,0.0148453
1264.02,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0139792,0.0139772,0.0148453
1264.02,1255.67,TOPLAYER,INTERNALPLANE1,0.0141852,0.0141787,0.0482036
1264.02,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0141787,0.0140941,0.0482036
1264.02,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0140941,0.0140876,0.0482036
1264.02,1491.89,TOPLAYER,INTERNALPLANE1,0.0142116,0.0142083,0.0240744
1264.02,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0142083,0.0141661,0.0240744
1264.02,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0141661,0.0141628,0.0240744
1264.02,1728.11,TOPLAYER,INTERNALPLANE1,0.0142402,0.0142386,0.0117922
1264.02,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142386,0.0142179,0.0117922
1264.02,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142179,0.0142164,0.0117922
1264.02,1964.33,TOPLAYER,INTERNALPLANE1,0.0142658,0.014265,0.00577078
1264.02,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.014265,0.0142549,0.00577078
1264.02,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142549,0.0142541,0.00577078
1264.02,2200.55,TOPLAYER,INTERNALPLANE1,0.0142868,0.0142864,0.00282854
1264.02,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142864,0.0142814,0.00282854
1264.02,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0142814,0.014281,0.00282854
1264.02,2436.77,TOPLAYER,INTERNALPLANE1,0.0143033,0.0143031,0.00138827
1264.02,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143031,0.0143007,0.00138827
1264.02,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0143007,0.0143005,0.00138827
1264.02,2672.99,TOPLAYER,INTERNALPLANE1,0.014316,0.0143159,0.000684356
1264.02,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143159,0.0143147,0.000684356
1264.02,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143147,0.0143146,0.000684356
1264.02,2909.21,TOPLAYER,INTERNALPLANE1,0.0143255,0.0143255,0.000340905
1264.02,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143255,0.0143249,0.000340905
1264.02,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143249,0.0143248,0.000340905
1264.02,3145.43,TOPLAYER,INTERNALPLANE1,0.0143324,0.0143323,0.00017377
1264.02,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143323,0.014332,0.00017377
1264.02,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.014332,0.014332,0.00017377
1264.02,3381.65,TOPLAYER,INTERNALPLANE1,0.014337,0.014337,9.49755e-05
1264.02,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.014337,0.0143368,9.49755e-05
1264.02,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143368,0.0143368,9.49755e-05
1264.02,3617.87,TOPLAYER,INTERNALPLANE1,0.0143398,0.0143398,6.40115e-05
1264.02,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143398,0.0143397,6.40115e-05
1264.02,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143397,0.0143397,6.40115e-05
1500.24,547.006,TOPLAYER,INTERNALPLANE1,0.0134641,0.0134546,0.070258
1500.24,547.006,INTERNALPLANE1,INTERNALPLANE2,0.0134546,0.0133314,0.070258
1500.24,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0133314,0.0133219,0.070258
1500.24,783.226,TOPLAYER,INTERNALPLANE1,0.0135399,0.0135494,-0.0706471
1500.24,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0135494,0.0136734,-0.0706471
1500.24,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0136734,0.0136829,-0.0706471
1500.24,1019.45,TOPLAYER,INTERNALPLANE1,0.0139133,0.0139089,0.0323283
1500.24,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0139089,0.0138522,0.0323283
1500.24,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0138522,0.0138478,0.0323283
1500.24,1255.67,TOPLAYER,INTERNALPLANE1,0.0141645,0.0141557,0.0655936
1500.24,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0141557,0.0140406,0.0655936
1500.24,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0140406,0.0140317,0.0655936
1500.24,1491.89,TOPLAYER,INTERNALPLANE1,0.0142012,0.0141973,0.0292576
1500.24,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0141973,0.0141459,0.0292576
1500.24,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0141459,0.014142,0.0292576
1500.24,1728.11,TOPLAYER,INTERNALPLANE1,0.0142383,0.0142365,0.01346
1500.24,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142365,0.0142129,0.01346
1500.24,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142129,0.014211,0.01346
1500.24,1964.33,TOPLAYER,INTERNALPLANE1,0.0142694,0.0142685,0.00640208
1500.24,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0142685,0.0142573,0.00640208
1500.24,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142573,0.0142564,0.00640208
1500.24,2200.55,TOPLAYER,INTERNALPLANE1,0.0142936,0.0142932,0.00310604
1500.24,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0142932,0.0142877,0.00310604
1500.24,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0142877,0.0142873,0.00310604
1500.24,2436.77,TOPLAYER,INTERNALPLANE1,0.0143117,0.0143115,0.00152317
1500.24,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143115,0.0143089,0.00152317
1500.24,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0143089,0.0143086,0.00152317
1500.24,2672.99,TOPLAYER,INTERNALPLANE1,0.0143251,0.014325,0.000752117
1500.24,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.014325,0.0143237,0.000752117
1500.24,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143237,0.0143236,0.000752117
1500.24,2909.21,TOPLAYER,INTERNALPLANE1,0.0143347,0.0143346,0.000374516
1500.24,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143346,0.014334,0.000374516
1500.24,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.014334,0.0143339,0.000374516
1500.24,3145.43,TOPLAYER,INTERNALPLANE1,0.0143414,0.0143414,0.000190345
1500.24,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143414,0.014341,0.000190345
1500.24,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.014341,0.014341,0.000190345
1500.24,3381.65,TOPLAYER,INTERNALPLANE1,0.0143459,0.0143458,0.000103513
1500.24,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143458,0.0143456,0.000103513
1500.24,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143456,0.0143456,0.000103513
1500.24,3617.87,TOPLAYER,INTERNALPLANE1,0.0143485,0.0143485,6.9278e-05
1500.24,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143485,0.0143483,6.9278e-05
